message,author,timestamp,category,sentiment,keyword_mentioned,message_length
"I just tried a story! It was boring.","Alice","2025-02-13 19:53:43","other",0.03,"other",36
"I just found a story! It was exciting.","Bob","2025-02-13 19:53:48","other",0.16,"other",38
"I just loved a movie! It was amazing.","Bob","2025-02-13 19:53:53","entertainment",0.35,"movie",37
"I just found a meme! It was funny.","Bob","2025-02-13 19:53:58","humor",0.76,"meme",34
"I just loved recipe! It was weird.","Eve","2025-02-13 19:54:03","food",0.79,"recipe",34
"I just shared a story! It was funny.","Eve","2025-02-13 19:54:08","other",0.4,"other",36
"I just found a movie! It was weird.","Charlie","2025-02-13 19:54:13","entertainment",0.55,"movie",35
"I just loved a movie! It was amazing.","Bob","2025-02-13 19:54:18","entertainment",0.36,"movie",37
"I just saw a story! It was exciting.","Charlie","2025-02-13 19:54:23","other",0.73,"other",36
"I just found an app! It was amazing.","Alice","2025-02-13 19:54:28","other",0.55,"other",36
"I just found JavaScript! It was boring.","Eve","2025-02-13 19:54:33","tech",0.68,"JavaScript",39
"I just loved a story! It was amazing.","Charlie","2025-02-13 19:54:38","other",0.29,"other",37
"I just loved a story! It was amazing.","Charlie","2025-02-13 19:54:38","other",0.29,"other",37
"I just loved JavaScript! It was weird.","Bob","2025-02-13 19:54:43","tech",0.24,"JavaScript",38
"I just loved recipe! It was exciting.","Bob","2025-02-13 19:54:48","food",0.11,"recipe",37
"I just loved a movie! It was amazing.","Bob","2025-02-13 19:54:54","entertainment",0.8,"movie",37
"I just tried an app! It was exciting.","Eve","2025-02-13 19:54:59","other",0.25,"other",37
"I just found Python! It was boring.","Eve","2025-02-13 19:55:04","tech",0.69,"Python",35
"I just shared an app! It was funny.","Charlie","2025-02-13 19:55:09","other",0.36,"other",35
"I just loved a movie! It was amazing.","Charlie","2025-02-13 19:55:14","entertainment",0.4,"movie",37
"I just tried travel! It was weird.","Bob","2025-02-13 19:55:19","travel",0.09,"travel",34
"I just saw Python! It was exciting.","Bob","2025-02-13 19:55:24","tech",0.64,"Python",35
"I just found recipe! It was exciting.","Bob","2025-02-13 19:55:29","food",0.55,"recipe",37
"I just loved JavaScript! It was boring.","Bob","2025-02-13 19:55:34","tech",0.38,"JavaScript",39
"I just shared a meme! It was boring.","Bob","2025-02-13 19:55:39","humor",0.65,"meme",36
"I just shared a meme! It was funny.","Bob","2025-02-13 19:55:44","humor",0.22,"meme",35
"I just tried JavaScript! It was funny.","Alice","2025-02-13 19:55:49","tech",0.99,"JavaScript",38
"I just tried a movie! It was weird.","Charlie","2025-02-13 19:55:54","entertainment",0.14,"movie",35
"I just shared a movie! It was weird.","Charlie","2025-02-13 19:55:59","entertainment",0.96,"movie",36
"I just tried recipe! It was funny.","Charlie","2025-02-13 19:56:04","food",0.82,"recipe",34
"I just saw travel! It was boring.","Bob","2025-02-13 19:56:09","travel",0.74,"travel",33
"I just tried a movie! It was weird.","Alice","2025-02-13 19:56:14","entertainment",0.29,"movie",35
"I just found JavaScript! It was amazing.","Alice","2025-02-13 19:56:19","tech",0.91,"JavaScript",40
"I just found recipe! It was weird.","Alice","2025-02-13 19:56:24","food",0.49,"recipe",34
"I just found game! It was funny.","Charlie","2025-02-13 19:56:29","gaming",0.78,"game",32
"I just shared a movie! It was boring.","Charlie","2025-02-13 19:56:34","entertainment",0.7,"movie",37
"I just loved an app! It was funny.","Eve","2025-02-13 19:56:39","other",0.83,"other",34
"I just tried an app! It was boring.","Charlie","2025-02-13 19:56:44","other",0.19,"other",35
"I just found an app! It was weird.","Bob","2025-02-13 19:56:49","other",0.49,"other",34
"I just shared game! It was boring.","Bob","2025-02-13 19:56:54","gaming",0.76,"game",34
"I just loved Python! It was amazing.","Bob","2025-02-13 19:56:59","tech",0.14,"Python",36
"I just saw an app! It was boring.","Bob","2025-02-13 19:57:04","other",0.08,"other",33
"I just found a story! It was funny.","Alice","2025-02-13 19:57:09","other",0.54,"other",35
"I just saw a trick! It was boring.","Alice","2025-02-13 19:57:14","other",0.18,"other",34
"I just shared a movie! It was funny.","Bob","2025-02-13 19:57:19","entertainment",0.17,"movie",36
"I just shared a movie! It was weird.","Alice","2025-02-13 19:57:24","entertainment",0.33,"movie",36
"I just loved Python! It was weird.","Alice","2025-02-13 19:57:29","tech",0.51,"Python",34
"I just tried a movie! It was boring.","Bob","2025-02-13 19:57:34","entertainment",0.03,"movie",36
"I just loved travel! It was funny.","Eve","2025-02-13 19:57:39","travel",0.81,"travel",34
"I just found JavaScript! It was funny.","Bob","2025-02-13 19:57:44","tech",0.3,"JavaScript",38
"I just loved recipe! It was boring.","Bob","2025-02-13 19:57:49","food",0.51,"recipe",35
"I just found Python! It was boring.","Charlie","2025-02-13 19:57:54","tech",0.9,"Python",35
"I just saw game! It was funny.","Eve","2025-02-13 19:57:59","gaming",0.05,"game",30
"I just shared travel! It was weird.","Charlie","2025-02-13 19:58:04","travel",0.51,"travel",35
"I just loved a movie! It was exciting.","Eve","2025-02-13 19:58:09","entertainment",0.5,"movie",38
"I just loved a trick! It was exciting.","Eve","2025-02-13 19:58:14","other",0.53,"other",38
"I just found Python! It was boring.","Charlie","2025-02-13 19:58:19","tech",0.43,"Python",35
"I just tried JavaScript! It was amazing.","Eve","2025-02-13 19:58:24","tech",0.43,"JavaScript",40
"I just tried Python! It was funny.","Alice","2025-02-13 19:58:29","tech",0.56,"Python",34
"I just saw game! It was amazing.","Eve","2025-02-13 19:58:34","gaming",0.43,"game",32
"I just found game! It was boring.","Eve","2025-02-13 19:58:39","gaming",0.28,"game",33
"I just tried a meme! It was amazing.","Charlie","2025-02-13 19:58:44","humor",0.43,"meme",36
"I just shared a meme! It was amazing.","Charlie","2025-02-13 19:58:49","humor",0.42,"meme",37
"I just loved an app! It was exciting.","Eve","2025-02-13 19:58:54","other",0.81,"other",37
"I just loved recipe! It was exciting.","Bob","2025-02-13 19:58:59","food",0.49,"recipe",37
"I just tried a meme! It was weird.","Charlie","2025-02-13 19:59:04","humor",0.39,"meme",34
"I just tried Python! It was exciting.","Charlie","2025-02-13 19:59:09","tech",0.91,"Python",37
"I just saw a movie! It was weird.","Alice","2025-02-13 19:59:14","entertainment",0.86,"movie",33
"I just saw game! It was funny.","Eve","2025-02-13 19:59:19","gaming",0.47,"game",30
"I just found an app! It was boring.","Eve","2025-02-13 19:59:24","other",0.72,"other",35
"I just saw an app! It was amazing.","Bob","2025-02-13 19:59:29","other",0.99,"other",34
"I just saw a meme! It was weird.","Alice","2025-02-13 19:59:34","humor",0.15,"meme",32
"I just found an app! It was weird.","Alice","2025-02-13 19:59:39","other",0.86,"other",34
"I just tried a story! It was exciting.","Eve","2025-02-13 19:59:43","other",0.49,"other",38
"I just shared an app! It was boring.","Bob","2025-02-13 19:59:44","other",0.5,"other",36
"I just tried recipe! It was exciting.","Alice","2025-02-13 19:59:48","food",0.22,"recipe",37
"I just shared a meme! It was amazing.","Eve","2025-02-13 19:59:49","humor",0.63,"meme",37
"I just found travel! It was funny.","Eve","2025-02-13 19:59:53","travel",0.09,"travel",34
"I just saw a movie! It was boring.","Charlie","2025-02-13 19:59:54","entertainment",0.29,"movie",34
"I just tried recipe! It was boring.","Bob","2025-02-13 19:59:58","food",1.0,"recipe",35
"I just loved a trick! It was weird.","Charlie","2025-02-13 19:59:59","other",0.13,"other",35
"I just loved a meme! It was funny.","Eve","2025-02-13 20:00:03","humor",0.04,"meme",34
"I just saw an app! It was boring.","Charlie","2025-02-13 20:00:04","other",0.93,"other",33
"I just shared Python! It was weird.","Charlie","2025-02-13 20:00:08","tech",0.68,"Python",35
"I just shared an app! It was weird.","Alice","2025-02-13 20:00:09","other",0.5,"other",35
"I just loved recipe! It was funny.","Charlie","2025-02-13 20:00:13","food",0.06,"recipe",34
"I just loved travel! It was boring.","Alice","2025-02-13 20:00:14","travel",0.2,"travel",35
"I just found recipe! It was weird.","Eve","2025-02-13 20:00:18","food",0.95,"recipe",34
"I just tried recipe! It was exciting.","Charlie","2025-02-13 20:00:19","food",0.5,"recipe",37
"I just shared Python! It was funny.","Bob","2025-02-13 20:00:23","tech",0.63,"Python",35
"I just found game! It was boring.","Alice","2025-02-13 20:00:24","gaming",0.39,"game",33
"I just saw game! It was exciting.","Eve","2025-02-13 20:00:28","gaming",0.61,"game",33
"I just loved an app! It was boring.","Charlie","2025-02-13 20:00:29","other",0.72,"other",35
"I just loved an app! It was weird.","Eve","2025-02-13 20:00:33","other",0.3,"other",34
"I just loved a trick! It was funny.","Charlie","2025-02-13 20:00:34","other",0.68,"other",35
"I just saw Python! It was exciting.","Eve","2025-02-13 20:00:38","tech",0.44,"Python",35
"I just found an app! It was boring.","Eve","2025-02-13 20:00:39","other",0.56,"other",35
"I just saw a story! It was funny.","Alice","2025-02-13 20:00:43","other",0.82,"other",33
"I just found recipe! It was weird.","Alice","2025-02-13 20:00:44","food",0.19,"recipe",34
"I just tried JavaScript! It was exciting.","Bob","2025-02-13 20:00:48","tech",0.04,"JavaScript",41
"I just saw recipe! It was exciting.","Bob","2025-02-13 20:00:49","food",0.81,"recipe",35
"I just shared Python! It was weird.","Bob","2025-02-13 20:00:53","tech",0.45,"Python",35
"I just saw a meme! It was amazing.","Eve","2025-02-13 20:00:54","humor",0.24,"meme",34
"I just tried Python! It was exciting.","Charlie","2025-02-13 20:00:58","tech",0.22,"Python",37
"I just saw recipe! It was funny.","Bob","2025-02-13 20:00:59","food",0.73,"recipe",32
"I just saw Python! It was funny.","Bob","2025-02-13 20:01:03","tech",0.8,"Python",32
"I just saw recipe! It was amazing.","Alice","2025-02-13 20:01:04","food",0.66,"recipe",34
"I just saw a story! It was exciting.","Eve","2025-02-13 20:01:08","other",0.13,"other",36
"I just tried JavaScript! It was boring.","Alice","2025-02-13 20:01:09","tech",0.96,"JavaScript",39
"I just tried a movie! It was funny.","Alice","2025-02-13 20:01:13","entertainment",0.88,"movie",35
"I just shared recipe! It was boring.","Eve","2025-02-13 20:01:14","food",0.1,"recipe",36
"I just loved Python! It was weird.","Charlie","2025-02-13 20:01:18","tech",0.95,"Python",34
"I just loved a trick! It was weird.","Charlie","2025-02-13 20:01:19","other",0.72,"other",35
"I just found JavaScript! It was amazing.","Bob","2025-02-13 20:01:23","tech",0.28,"JavaScript",40
"I just loved Python! It was amazing.","Charlie","2025-02-13 20:01:24","tech",0.3,"Python",36
"I just found a trick! It was funny.","Eve","2025-02-13 20:01:28","other",0.16,"other",35
"I just saw travel! It was exciting.","Bob","2025-02-13 20:01:29","travel",0.39,"travel",35
"I just found a trick! It was weird.","Bob","2025-02-13 20:01:33","other",0.94,"other",35
"I just tried travel! It was exciting.","Alice","2025-02-13 20:01:34","travel",0.98,"travel",37
"I just found a story! It was weird.","Alice","2025-02-13 20:01:38","other",0.03,"other",35
"I just shared Python! It was weird.","Charlie","2025-02-13 20:01:39","tech",0.59,"Python",35
"I just loved JavaScript! It was amazing.","Eve","2025-02-13 20:01:43","tech",0.39,"JavaScript",40
"I just loved a meme! It was exciting.","Charlie","2025-02-13 20:01:44","humor",0.07,"meme",37
"I just found a meme! It was weird.","Bob","2025-02-13 20:01:48","humor",0.39,"meme",34
"I just loved Python! It was funny.","Alice","2025-02-13 20:01:49","tech",0.77,"Python",34
"I just shared a trick! It was weird.","Eve","2025-02-13 20:01:53","other",0.39,"other",36
"I just shared game! It was weird.","Alice","2025-02-13 20:01:54","gaming",0.79,"game",33
"I just saw JavaScript! It was amazing.","Charlie","2025-02-13 20:01:58","tech",0.59,"JavaScript",38
"I just saw a trick! It was funny.","Eve","2025-02-13 20:01:59","other",0.39,"other",33
"I just loved recipe! It was boring.","Charlie","2025-02-13 20:02:03","food",0.89,"recipe",35
"I just found JavaScript! It was funny.","Bob","2025-02-13 20:02:04","tech",0.48,"JavaScript",38
"I just loved recipe! It was exciting.","Bob","2025-02-13 20:02:08","food",0.25,"recipe",37
"I just tried recipe! It was funny.","Bob","2025-02-13 20:02:09","food",0.38,"recipe",34
"I just saw a story! It was amazing.","Eve","2025-02-13 20:02:13","other",0.12,"other",35
"I just shared an app! It was weird.","Eve","2025-02-13 20:02:14","other",0.26,"other",35
"I just tried JavaScript! It was weird.","Alice","2025-02-13 20:02:18","tech",0.18,"JavaScript",38
"I just found Python! It was exciting.","Eve","2025-02-13 20:02:19","tech",0.58,"Python",37
"I just loved travel! It was funny.","Bob","2025-02-13 20:02:23","travel",0.1,"travel",34
"I just saw game! It was amazing.","Charlie","2025-02-13 20:02:24","gaming",0.32,"game",32
"I just tried an app! It was amazing.","Eve","2025-02-13 20:02:28","other",0.9,"other",36
"I just shared a meme! It was amazing.","Charlie","2025-02-13 20:02:29","humor",0.91,"meme",37
"I just shared JavaScript! It was funny.","Alice","2025-02-13 20:02:33","tech",0.48,"JavaScript",39
"I just saw game! It was weird.","Alice","2025-02-13 20:02:34","gaming",0.26,"game",30
"I just saw an app! It was funny.","Eve","2025-02-13 20:02:38","other",0.13,"other",32
"I just tried recipe! It was funny.","Charlie","2025-02-13 20:02:39","food",0.34,"recipe",34
"I just tried travel! It was weird.","Charlie","2025-02-13 20:02:43","travel",0.36,"travel",34
"I just found travel! It was weird.","Alice","2025-02-13 20:02:44","travel",0.19,"travel",34
"I just found recipe! It was weird.","Charlie","2025-02-13 20:02:48","food",0.42,"recipe",34
"I just shared game! It was weird.","Bob","2025-02-13 20:02:49","gaming",0.73,"game",33
"I just tried recipe! It was exciting.","Alice","2025-02-13 20:02:53","food",0.84,"recipe",37
"I just saw a movie! It was boring.","Eve","2025-02-13 20:02:54","entertainment",0.84,"movie",34
"I just saw a movie! It was funny.","Charlie","2025-02-13 20:02:58","entertainment",0.11,"movie",33
"I just saw a story! It was boring.","Charlie","2025-02-13 20:02:59","other",0.07,"other",34
"I just saw game! It was boring.","Eve","2025-02-13 20:03:03","gaming",0.58,"game",31
"I just loved a movie! It was exciting.","Eve","2025-02-13 20:03:04","entertainment",0.37,"movie",38
"I just loved JavaScript! It was funny.","Alice","2025-02-13 20:03:08","tech",0.41,"JavaScript",38
"I just shared a meme! It was amazing.","Eve","2025-02-13 20:03:09","humor",0.22,"meme",37
"I just tried game! It was funny.","Eve","2025-02-13 20:03:13","gaming",0.16,"game",32
"I just tried travel! It was exciting.","Eve","2025-02-13 20:03:14","travel",0.6,"travel",37
"I just loved Python! It was funny.","Bob","2025-02-13 20:03:19","tech",0.8,"Python",34
"I just shared recipe! It was boring.","Alice","2025-02-13 20:03:19","food",0.57,"recipe",36
"I just found an app! It was amazing.","Charlie","2025-02-13 20:03:24","other",0.52,"other",36
"I just saw travel! It was exciting.","Alice","2025-02-13 20:03:24","travel",0.95,"travel",35
"I just tried a story! It was funny.","Alice","2025-02-13 20:03:29","other",0.47,"other",35
"I just shared JavaScript! It was exciting.","Alice","2025-02-13 20:03:29","tech",0.64,"JavaScript",42
"I just shared Python! It was funny.","Charlie","2025-02-13 20:03:34","tech",0.86,"Python",35
"I just tried JavaScript! It was amazing.","Eve","2025-02-13 20:03:34","tech",0.7,"JavaScript",40
"I just tried recipe! It was amazing.","Bob","2025-02-13 20:03:39","food",0.23,"recipe",36
"I just found travel! It was amazing.","Alice","2025-02-13 20:03:39","travel",0.48,"travel",36
"I just saw an app! It was amazing.","Eve","2025-02-13 20:03:44","other",0.75,"other",34
"I just tried a movie! It was weird.","Alice","2025-02-13 20:03:44","entertainment",0.29,"movie",35
"I just saw travel! It was funny.","Bob","2025-02-13 20:03:49","travel",0.78,"travel",32
"I just found travel! It was amazing.","Eve","2025-02-13 20:03:49","travel",0.95,"travel",36
"I just found game! It was weird.","Bob","2025-02-13 20:03:54","gaming",0.5,"game",32
"I just tried Python! It was weird.","Eve","2025-02-13 20:03:54","tech",0.2,"Python",34
"I just loved recipe! It was exciting.","Alice","2025-02-13 20:03:59","food",0.16,"recipe",37
"I just loved a movie! It was amazing.","Bob","2025-02-13 20:03:59","entertainment",0.2,"movie",37
"I just saw an app! It was weird.","Alice","2025-02-13 20:04:04","other",0.72,"other",32
"I just saw a movie! It was exciting.","Charlie","2025-02-13 20:04:04","entertainment",0.67,"movie",36
"I just loved JavaScript! It was funny.","Bob","2025-02-13 20:04:09","tech",0.94,"JavaScript",38
"I just shared a trick! It was boring.","Alice","2025-02-13 20:04:09","other",0.6,"other",37
"I just found travel! It was weird.","Alice","2025-02-13 20:04:14","travel",0.36,"travel",34
"I just tried recipe! It was boring.","Bob","2025-02-13 20:04:14","food",0.25,"recipe",35
"I just tried recipe! It was weird.","Alice","2025-02-13 20:04:19","food",0.92,"recipe",34
"I just saw JavaScript! It was exciting.","Bob","2025-02-13 20:04:19","tech",0.96,"JavaScript",39
"I just shared a movie! It was boring.","Eve","2025-02-13 20:04:24","entertainment",0.77,"movie",37
"I just loved recipe! It was weird.","Eve","2025-02-13 20:04:24","food",0.73,"recipe",34
"I just loved game! It was weird.","Eve","2025-02-13 20:04:29","gaming",0.52,"game",32
"I just found travel! It was amazing.","Alice","2025-02-13 20:04:29","travel",0.98,"travel",36
"I just tried an app! It was funny.","Bob","2025-02-13 20:04:34","other",0.98,"other",34
"I just shared a movie! It was amazing.","Alice","2025-02-13 20:04:34","entertainment",0.91,"movie",38
"I just saw a trick! It was boring.","Eve","2025-02-13 20:04:39","other",0.13,"other",34
"I just saw a movie! It was amazing.","Bob","2025-02-13 20:04:39","entertainment",0.46,"movie",35
"I just tried a story! It was amazing.","Eve","2025-02-13 20:04:44","other",0.28,"other",37
"I just shared Python! It was boring.","Alice","2025-02-13 20:04:45","tech",0.97,"Python",36
"I just shared a meme! It was amazing.","Alice","2025-02-13 20:04:49","humor",0.14,"meme",37
"I just loved a meme! It was exciting.","Bob","2025-02-13 20:04:50","humor",0.35,"meme",37
"I just found a story! It was funny.","Charlie","2025-02-13 20:04:54","other",0.52,"other",35
"I just saw a trick! It was weird.","Bob","2025-02-13 20:04:55","other",0.83,"other",33
"I just loved game! It was funny.","Charlie","2025-02-13 20:04:59","gaming",0.56,"game",32
"I just tried JavaScript! It was funny.","Eve","2025-02-13 20:05:00","tech",0.94,"JavaScript",38
"I just saw a trick! It was funny.","Charlie","2025-02-13 20:05:04","other",0.76,"other",33
"I just loved a story! It was amazing.","Eve","2025-02-13 20:05:09","other",0.24,"other",37
"I just loved travel! It was exciting.","Alice","2025-02-13 20:05:10","travel",0.68,"travel",37
"I just found recipe! It was funny.","Bob","2025-02-13 20:05:14","food",0.47,"recipe",34
"I just shared an app! It was amazing.","Charlie","2025-02-13 20:05:15","other",0.69,"other",37
"I just found a meme! It was funny.","Bob","2025-02-13 20:05:19","humor",0.28,"meme",34
"I just shared a movie! It was weird.","Eve","2025-02-13 20:05:20","entertainment",0.48,"movie",36
"I just tried JavaScript! It was amazing.","Bob","2025-02-13 20:05:24","tech",0.64,"JavaScript",40
"I just tried travel! It was amazing.","Alice","2025-02-13 20:05:25","travel",0.27,"travel",36
"I just shared recipe! It was exciting.","Bob","2025-02-13 20:05:29","food",0.99,"recipe",38
"I just tried game! It was exciting.","Charlie","2025-02-13 20:05:30","gaming",0.67,"game",35
"I just loved a meme! It was boring.","Bob","2025-02-13 20:05:34","humor",0.77,"meme",35
"I just shared an app! It was weird.","Alice","2025-02-13 20:05:35","other",0.64,"other",35
"I just saw an app! It was funny.","Alice","2025-02-13 20:05:39","other",0.55,"other",32
"I just saw recipe! It was boring.","Eve","2025-02-13 20:05:40","food",0.17,"recipe",33
"I just found travel! It was boring.","Bob","2025-02-13 20:05:44","travel",0.78,"travel",35
"I just loved an app! It was funny.","Alice","2025-02-13 20:05:45","other",0.48,"other",34
"I just tried JavaScript! It was weird.","Charlie","2025-02-13 20:05:49","tech",0.31,"JavaScript",38
"I just loved recipe! It was amazing.","Bob","2025-02-13 20:05:50","food",0.83,"recipe",36
"I just shared a story! It was funny.","Charlie","2025-02-13 20:05:54","other",0.57,"other",36
"I just tried an app! It was boring.","Charlie","2025-02-13 20:05:55","other",0.09,"other",35
"I just tried a trick! It was exciting.","Bob","2025-02-13 20:05:59","other",0.75,"other",38
"I just tried a trick! It was exciting.","Bob","2025-02-13 20:05:59","other",0.75,"other",38
"I just found recipe! It was funny.","Alice","2025-02-13 20:06:00","food",0.08,"recipe",34
"I just tried game! It was boring.","Charlie","2025-02-13 20:06:05","gaming",0.66,"game",33
"I just tried JavaScript! It was boring.","Alice","2025-02-13 20:06:10","tech",0.67,"JavaScript",39
"I just shared JavaScript! It was exciting.","Charlie","2025-02-13 20:06:15","tech",0.69,"JavaScript",42
"I just loved an app! It was exciting.","Alice","2025-02-13 20:06:20","other",0.49,"other",37
"I just loved JavaScript! It was exciting.","Eve","2025-02-13 20:06:25","tech",0.23,"JavaScript",41
"I just found an app! It was boring.","Alice","2025-02-13 20:06:30","other",0.03,"other",35
"I just saw JavaScript! It was exciting.","Eve","2025-02-13 20:06:35","tech",0.12,"JavaScript",39
"I just loved game! It was amazing.","Bob","2025-02-13 20:06:40","gaming",0.77,"game",34
"I just found a trick! It was weird.","Bob","2025-02-13 20:06:45","other",0.91,"other",35
"I just tried a movie! It was funny.","Charlie","2025-02-13 20:06:50","entertainment",0.65,"movie",35
"I just loved an app! It was amazing.","Bob","2025-02-13 20:06:55","other",0.18,"other",36
"I just loved game! It was funny.","Bob","2025-02-13 20:07:00","gaming",0.19,"game",32
"I just shared a trick! It was weird.","Charlie","2025-02-13 20:07:05","other",0.84,"other",36
"I just tried game! It was amazing.","Charlie","2025-02-13 20:07:10","gaming",0.12,"game",34
"I just found game! It was amazing.","Charlie","2025-02-13 20:07:15","gaming",0.04,"game",34
"I just loved recipe! It was weird.","Eve","2025-02-13 20:07:17","food",0.44,"recipe",34
"I just saw game! It was exciting.","Bob","2025-02-13 20:07:20","gaming",0.25,"game",33
"I just shared a trick! It was funny.","Alice","2025-02-13 20:07:22","other",0.72,"other",36
"I just loved a meme! It was weird.","Charlie","2025-02-13 20:07:25","humor",0.25,"meme",34
"I just found a trick! It was amazing.","Eve","2025-02-13 20:07:27","other",0.63,"other",37
"I just loved an app! It was exciting.","Alice","2025-02-13 20:07:30","other",0.22,"other",37
"I just tried a movie! It was exciting.","Alice","2025-02-13 20:07:32","entertainment",0.67,"movie",38
"I just found a story! It was amazing.","Charlie","2025-02-13 20:07:35","other",0.65,"other",37
"I just loved Python! It was amazing.","Bob","2025-02-13 20:07:40","tech",0.15,"Python",36
"I just saw game! It was weird.","Alice","2025-02-13 20:07:45","gaming",0.75,"game",30
"I just tried recipe! It was funny.","Alice","2025-02-13 20:07:50","food",0.46,"recipe",34
"I just found recipe! It was funny.","Alice","2025-02-13 20:07:55","food",0.21,"recipe",34
"I just shared a story! It was funny.","Eve","2025-02-13 20:08:00","other",0.53,"other",36
"I just saw travel! It was weird.","Charlie","2025-02-13 20:08:05","travel",0.06,"travel",32
"I just tried Python! It was boring.","Alice","2025-02-13 20:08:10","tech",0.31,"Python",35
"I just loved game! It was funny.","Alice","2025-02-13 20:08:15","gaming",0.89,"game",32
"I just loved a movie! It was exciting.","Alice","2025-02-13 20:08:20","entertainment",0.64,"movie",38
"I just loved Python! It was exciting.","Eve","2025-02-13 20:08:25","tech",0.61,"Python",37
"I just saw recipe! It was boring.","Alice","2025-02-13 20:08:30","food",0.16,"recipe",33
"I just tried JavaScript! It was amazing.","Bob","2025-02-13 20:08:35","tech",0.2,"JavaScript",40
"I just tried recipe! It was boring.","Alice","2025-02-13 20:08:40","food",0.48,"recipe",35
"I just saw a movie! It was amazing.","Eve","2025-02-13 20:08:45","entertainment",0.63,"movie",35
"I just tried an app! It was funny.","Alice","2025-02-13 20:08:50","other",0.67,"other",34
"I just tried JavaScript! It was amazing.","Eve","2025-02-13 20:08:55","tech",0.55,"JavaScript",40
"I just tried an app! It was amazing.","Bob","2025-02-13 20:09:00","other",0.74,"other",36
"I just loved JavaScript! It was weird.","Bob","2025-02-13 20:09:05","tech",0.7,"JavaScript",38
"I just saw a story! It was amazing.","Alice","2025-02-13 20:09:10","other",0.08,"other",35
"I just saw an app! It was weird.","Alice","2025-02-13 20:09:15","other",0.18,"other",32
"I just shared an app! It was exciting.","Eve","2025-02-13 20:09:20","other",0.46,"other",38
"I just found an app! It was weird.","Eve","2025-02-13 20:09:25","other",0.85,"other",34
"I just found a meme! It was weird.","Bob","2025-02-13 20:09:30","humor",0.94,"meme",34
"I just saw a trick! It was exciting.","Bob","2025-02-13 20:09:35","other",0.77,"other",36
"I just found game! It was exciting.","Bob","2025-02-13 20:09:40","gaming",0.91,"game",35
"I just tried a story! It was funny.","Charlie","2025-02-13 20:09:45","other",0.14,"other",35
"I just shared a movie! It was funny.","Charlie","2025-02-13 20:09:46","entertainment",0.94,"movie",36
"I just saw a trick! It was weird.","Eve","2025-02-13 20:09:50","other",0.68,"other",33
"I just shared an app! It was weird.","Eve","2025-02-13 20:09:51","other",0.21,"other",35
"I just shared travel! It was amazing.","Alice","2025-02-13 20:09:55","travel",0.79,"travel",37
"I just found a trick! It was amazing.","Alice","2025-02-13 20:09:56","other",0.08,"other",37
"I just shared travel! It was weird.","Bob","2025-02-13 20:10:00","travel",0.58,"travel",35
"I just shared an app! It was weird.","Bob","2025-02-13 20:10:01","other",0.7,"other",35
"I just found recipe! It was weird.","Eve","2025-02-13 20:10:05","food",0.57,"recipe",34
"I just shared game! It was amazing.","Alice","2025-02-13 20:10:10","gaming",0.66,"game",35
"I just tried travel! It was weird.","Eve","2025-02-13 20:10:15","travel",0.7,"travel",34
"I just saw recipe! It was exciting.","Alice","2025-02-13 20:10:20","food",0.88,"recipe",35
"I just shared JavaScript! It was weird.","Eve","2025-02-13 20:10:25","tech",0.4,"JavaScript",39
"I just shared a story! It was weird.","Eve","2025-02-13 20:10:30","other",0.44,"other",36
"I just tried JavaScript! It was weird.","Bob","2025-02-13 20:10:35","tech",0.21,"JavaScript",38
"I just tried travel! It was funny.","Bob","2025-02-13 20:10:40","travel",0.08,"travel",34
"I just tried travel! It was funny.","Bob","2025-02-13 20:10:40","travel",0.08,"travel",34
"I just shared travel! It was weird.","Alice","2025-02-13 20:10:45","travel",0.79,"travel",35
"I just saw recipe! It was boring.","Charlie","2025-02-13 20:10:50","food",0.14,"recipe",33
"I just saw an app! It was exciting.","Bob","2025-02-13 20:10:55","other",0.69,"other",35
"I just loved travel! It was boring.","Alice","2025-02-13 20:11:00","travel",0.8,"travel",35
"I just tried game! It was boring.","Charlie","2025-02-13 20:11:05","gaming",0.66,"game",33
"I just loved Python! It was weird.","Bob","2025-02-13 20:11:10","tech",0.93,"Python",34
"I just loved game! It was amazing.","Eve","2025-02-13 20:11:15","gaming",0.44,"game",34
"I just shared a trick! It was boring.","Alice","2025-02-13 20:11:20","other",0.04,"other",37
"I just found travel! It was funny.","Charlie","2025-02-13 20:11:25","travel",0.85,"travel",34
"I just found a movie! It was funny.","Alice","2025-02-13 20:11:30","entertainment",0.43,"movie",35
"I just loved a story! It was weird.","Eve","2025-02-13 20:11:35","other",0.18,"other",35
"I just saw a story! It was weird.","Bob","2025-02-13 20:11:40","other",0.26,"other",33
"I just loved travel! It was amazing.","Bob","2025-02-13 20:11:45","travel",0.1,"travel",36
"I just saw recipe! It was weird.","Bob","2025-02-13 20:11:50","food",0.9,"recipe",32
"I just found a story! It was weird.","Eve","2025-02-13 20:11:55","other",0.29,"other",35
"I just found JavaScript! It was funny.","Charlie","2025-02-13 20:12:00","tech",0.18,"JavaScript",38
"I just saw a movie! It was amazing.","Bob","2025-02-13 20:12:05","entertainment",0.94,"movie",35
"I just tried a trick! It was funny.","Alice","2025-02-13 20:12:10","other",0.76,"other",35
"I just saw recipe! It was weird.","Alice","2025-02-13 20:12:15","food",0.65,"recipe",32
"I just saw JavaScript! It was exciting.","Alice","2025-02-13 20:12:20","tech",0.87,"JavaScript",39
